OTU_1,OTU_2,OTU_3,OTU_4,OTU_5,OTU_6,OTU_7,OTU_8,OTU_9,OTU_10,OTU_11,OTU_12,OTU_13,OTU_14,OTU_15,OTU_16,OTU_17,OTU_18,OTU_19,OTU_20,OTU_21,OTU_22,OTU_23,OTU_24,OTU_25,OTU_26,OTU_27,OTU_28,OTU_29,OTU_30,OTU_31,OTU_32,OTU_33,OTU_34,OTU_35,OTU_36,OTU_37,OTU_38,OTU_39,OTU_40,OTU_41,OTU_42,OTU_43,OTU_44,OTU_45,OTU_46,OTU_47,OTU_48,OTU_49,OTU_50,Label
0.3847638879544566,0.6851919568992517,0.610908883869625,0.6249894583132797,0.5533286050923711,0.6564142164311859,0.4378000798309879,0.4669952718069624,0.5179312414644014,0.5401542939917752,0.4286349581960242,0.4574942019888063,0.528313471915438,0.3512655782243319,0.652041025574425,0.4740970773108037,0.4973621859800832,0.7419491719403571,0.38409014982971,0.4281815572537971,0.4907582620687968,0.6786170806250478,0.5974457693411714,0.6178934548406037,0.6038550050913087,0.5986461788806141,0.5422193308782017,0.5345401912094914,0.568483966706876,0.5750784148002214,0.3518003453497025,0.6403372021845772,0.6987816505873623,0.5856813373810149,0.4560179122635941,0.5306951401335229,0.3828916760409876,0.5083007813687749,0.6383629000557725,0.4035742489760896,0.5140818163644412,0.5747067606453781,0.6106789793144352,0.4489125886874499,0.2739168307968748,0.3826925426056984,0.405376438406641,0.4757674672055295,0.4829859510412263,0.4748451399172501,0
0.5938113277016512,0.5178996061843639,0.3581927060049349,0.584476451827548,0.67389123220623,0.4927564850757557,0.3105448659703418,0.4155137428527934,0.5498304098418478,0.4360553979754286,0.4280867359429958,0.3517624173018515,0.5124532389202282,0.3429201567340141,0.5316674828602345,0.3803655888083326,0.4477575030546603,0.4850795015418693,0.4205243205132232,0.5353613497345827,0.6646274152731927,0.5022537135685549,0.5154146073715868,0.6269171874497161,0.7349764758701309,0.4480990342533296,0.4832492640656267,0.634879081032573,0.5130844582689127,0.4431491250638553,0.4902198115022584,0.4256309120591711,0.4832824476851564,0.325199541497173,0.3350283082394478,0.4651624060094384,0.5973111369136762,0.5433559917622796,0.4926360322821829,0.5561759400686587,0.4708126764507545,0.5484611992560223,0.4891703537895927,0.6336699443234989,0.5054807466862303,0.5053074575453,0.542272707658005,0.4869318881411766,0.4607950576765496,0.5957520982225568,0
0.63770099188557,0.5358496068450892,0.3632568576720091,0.3778502504700126,0.5701310047016412,0.482369347477714,0.5917905805803756,0.4590386977571609,0.4474933055288902,0.3841255259211188,0.5720951205034941,0.5949426763232462,0.597539022968839,0.5378758333910909,0.4731466728374713,0.5540547148985586,0.7932356305043042,0.3482777234748163,0.5894859336701387,0.6063629443753518,0.4496391579974579,0.4328989759172592,0.6773767383415112,0.485081650990475,0.573406162893416,0.4938490319863753,0.5293630727099371,0.4670248706446216,0.4967425387261427,0.3630322270648746,0.6517011954305737,0.5738187942899065,0.5562588946377874,0.5666614909817582,0.4897213767926419,0.7229261679423203,0.4366215987336629,0.4162155715975116,0.6091713824124259,0.6059144043972808,0.4317880144047197,0.2858288907759125,0.5128913831543163,0.6308324940180188,0.5798553842638325,0.7053370234141071,0.2502534994394204,0.7100377815430706,0.3790702736135798,0.5735314136056904,0
0.743887651786384,0.3175639188752545,0.4393492117648548,0.6082988963194569,0.5245751651977955,0.6106229727927428,0.5230040119893998,0.4520749069704708,0.4885859989110377,0.3215488152791492,0.3819201566657465,0.4233863122817903,0.5904684059156928,0.6692081277264893,0.6059623394349412,0.52499997483579,0.3832607636413344,0.3707557497823355,0.4555809559272421,0.4988137417268226,0.5627144866225195,0.4332004272837919,0.3163548096400573,0.6431707963034268,0.5172675884570348,0.2682170650661194,0.5435560399018063,0.5247259962032288,0.70375094177746,0.3844032608679232,0.4189354999703199,0.4470461831530259,0.6605030675509769,0.3076103388369218,0.2995600240253867,0.5575660634407064,0.5114754838383133,0.5484359581547624,0.4991537599887451,0.3796834802040982,0.6668044098387448,0.3975661785791239,0.6018713053069944,0.4817657775385205,0.6175653337694644,0.5008470043187154,0.6418477162343694,0.3440866199880225,0.3911316518256458,0.411017314910475,0
0.6055807372715213,0.6157019881275446,0.5544201936211518,0.4818489681274628,0.452927569619833,0.5334125022386962,0.2951703394893668,0.4347243701794072,0.5007978675944983,0.6034827172925908,0.3735960066955759,0.6158039711458454,0.6964611062053832,0.5805902743278996,0.2884598918289378,0.4432403998914356,0.371610946788926,0.7099035602475166,0.3133155133511458,0.5155510543565985,0.4578007155181243,0.5014033838199808,0.3483785150290451,0.4042130023441512,0.4119715031955406,0.7248488732370705,0.5043173848335655,0.5119521195615686,0.6514345773351158,0.5711952761324143,0.5421003343500249,0.5988490355194324,0.5050572620070369,0.3926991374559407,0.5448980352566016,0.4970584858684254,0.5921635145090168,0.5732289703882658,0.5383395826253171,0.4726341990309384,0.4003363427478438,0.50167620155174,0.2013600827920486,0.402466773072744,0.4580762492374595,0.3990316162945629,0.4837048298905787,0.3078747905958154,0.4405181339935399,0.6476993887672072,0
0.5106024942138547,0.4471318874000775,0.7186170545219517,0.4054656881253641,0.6696116161969219,0.590089890100256,0.4195304343682263,0.5951461988985034,0.6084288873888396,0.3881818991326574,0.4909460024164304,0.5793940167816795,0.485756612376384,0.338804820339585,0.4194984283625802,0.4846404224249313,0.4317821585785567,0.4373480053885048,0.46916847356428,0.4488801446030395,0.4053759061605588,0.5634147578597138,0.4943921154143489,0.528900455891414,0.2852409632995945,0.5404211909558395,0.6031885224466926,0.4154991408483857,0.5603943134140413,0.6185606202373566,0.4041330408783077,0.635840289490684,0.6218307892761457,0.4107703362572665,0.5762200906025485,0.6146634678121047,0.6051324128286899,0.6473578328853139,0.5065566689295822,0.4697905618125985,0.6540181861707658,0.3737919112970203,0.5042117813223561,0.3539013031264808,0.664092410121571,0.4536276161369425,0.4385241042894222,0.3783477430629641,0.4566189172866757,0.5901977244347554,0
0.5566587773935217,0.4864484009336831,0.4405806256665239,0.4233549126614946,0.653332689803081,0.4298040806877128,0.4468479494017939,0.5605028076834861,0.3453657190989168,0.5226121403257045,0.4057803927283355,0.5771723723804422,0.4372204548517774,0.4995579616327316,0.6368685129290186,0.2935033232969787,0.4416259743936206,0.7572284908220435,0.5046484409414268,0.7018977630946883,0.4330048162867128,0.4441862868742176,0.4801916331695224,0.6505689423308489,0.4422966900937006,0.4656725782070203,0.4748600434916146,0.4495010785990421,0.4247949539937271,0.5583406304773448,0.6937102943517157,0.4491672508337255,0.4314504255417383,0.5150141281690869,0.5481187365934995,0.5998934776013126,0.4887313212795603,0.6835780239508802,0.388778497689908,0.5927510948772523,0.4932809381449822,0.5071880464881932,0.4568758678306015,0.5272191775543336,0.3777819583845649,0.4200938576119339,0.4738864928595133,0.5909144971736651,0.5092232687180084,0.4062892113921862,0
0.485598032122765,0.4050448060749528,0.5243571095463869,0.5214491368364352,0.5032445580895483,0.5645417420472396,0.482624634562827,0.643647757482238,0.4876289728436885,0.5091984468172188,0.2994506245200951,0.4886878661749613,0.384679181476243,0.6144206029647296,0.5444331883545489,0.5500626189431331,0.473483119838932,0.4950731993009857,0.6397341229819545,0.6288550692178202,0.395228623257896,0.4383284093223426,0.4192593042579307,0.4580394010819679,0.6092742045990206,0.3720063361403357,0.3856931538956627,0.5810909692835267,0.4618172877973198,0.6080781292291931,0.4367147991275525,0.5528106908559987,0.5413549988485286,0.635688113396333,0.3471301638026723,0.5015079576968283,0.6383913977711319,0.4823080620683043,0.5800247712947586,0.5223828589980468,0.4839108546013692,0.3524525329245953,0.5689879069467,0.4958779655706937,0.7091754851907359,0.3426351645120955,0.5478231746819495,0.4164635266756832,0.5940512686660038,0.3257844912305244,0
0.6335650743791542,0.5702543905908204,0.4553043530931686,0.5524531392854268,0.4532106253913714,0.4783839119693977,0.6498072614503303,0.3850291743633374,0.6784429102809479,0.4427117134511106,0.5489180819747176,0.2553626525222102,0.5624769351529998,0.4646853102936731,0.4905385083136181,0.6508924077899153,0.4798357521971152,0.5346526204741352,0.3587063191809136,0.485534103935772,0.5055492329888199,0.3640441797646924,0.4951201480348212,0.558951579891356,0.5349406029640111,0.4625738419419963,0.5000332593954783,0.5001408205343796,0.4929894651016421,0.4120528008755438,0.4893831652346648,0.4204688263917473,0.403916214158256,0.5426868963125685,0.4098381859824077,0.5650421053999845,0.5061187091219881,0.5771040143935959,0.4102505591478843,0.4065498464806131,0.3850726436189541,0.6190710765566805,0.5935455492157078,0.4750633416348546,0.5060275067150493,0.4165231442345075,0.4355726408233539,0.3817217469555706,0.4528018938841529,0.4875607392308739,0
0.5262979562047932,0.7591709267983041,0.5238764642048648,0.5018601816828492,0.3779882489301817,0.4228541274561538,0.5089901577160263,0.5968010760144302,0.5353831769253752,0.4980978804860728,0.3932019936918067,0.6238047195648552,0.3810790874771242,0.4518348298116338,0.5672097328135045,0.5381447250260285,0.5284831158751976,0.5244912346321089,0.3878215950418782,0.5785376573269149,0.632957154153686,0.5327023996757912,0.4006710278959623,0.436789945150333,0.3638673788715966,0.4352393432210689,0.5569984294183061,0.5255644704882565,0.4834428013863813,0.4395498251959377,0.4591188941020416,0.4443668599652721,0.3129755508763102,0.625156892553628,0.3233171482179844,0.4803680461331283,0.5884250831914224,0.4565639502943711,0.3616822275647993,0.4880973886694996,0.3283887935184872,0.5927703890944443,0.3613271812124292,0.5293781547440247,0.5282332967422008,0.4609440602536754,0.5946958785337457,0.3948359882258548,0.2399008346992731,0.639801875667554,0
0.5586516499821772,0.3571059762031466,0.5614038491879778,0.526484326614995,0.5191229195165823,0.5666850395806949,0.654060495146877,0.5277697036558484,0.4416166968386536,0.4089444454103407,0.390376283401611,0.5642433236219575,0.6229206907553874,0.5158274505206739,0.5627996832572195,0.4786893878946446,0.4111743379641179,0.6839539962955097,0.4613477003286411,0.5775732314477,0.5250476701734588,0.5229401356103345,0.3954587020145526,0.3465480798154348,0.5664400618966372,0.4929889607914605,0.6804416833340338,0.4735086632363673,0.5609207364789845,0.61962387282758,0.3988430736743988,0.4553315751819145,0.4041883019581535,0.4142064844023874,0.4538489323112965,0.6273195257093849,0.4827992093439393,0.6550745810273556,0.512340731233598,0.2809514720460134,0.3848661145059545,0.6139542558534874,0.3893148231107387,0.4720773288392458,0.5248833988864556,0.4597953948331769,0.5526625534868891,0.5158853925977697,0.526151878846102,0.5150117940075316,0
0.4460270505724827,0.3259857788334874,0.4847604683760897,0.4252148876509822,0.6234755529092545,0.4798492405693842,0.3657472299361074,0.3036974312797111,0.4295663825105118,0.4584800205760817,0.4869766388898285,0.4562681114564522,0.4779702950208608,0.4812909035587397,0.5523275324883221,0.5281549705792583,0.4965056364994755,0.4037427305206773,0.5095344317525583,0.5566456806298833,0.3671564303236456,0.4800306612708474,0.6012699560107604,0.5574616407960273,0.4449938967022702,0.4847598802202985,0.505034480758183,0.4497583053781148,0.440580600405959,0.4068338920971868,0.3868157351225759,0.380934760628249,0.5212581640002285,0.5205283553844765,0.6819004427898845,0.5148928631280653,0.4753369136044226,0.5416144911665473,0.6128330301491932,0.3445548776206533,0.5120908359715335,0.6691243881594351,0.5312612946241421,0.5989606184701405,0.4909304405596423,0.4963291060007182,0.517586178341227,0.4867173767407963,0.6705030535349006,0.4912391098067459,0
0.5623883752408386,0.5736557825730279,0.5437026310829443,0.4810961977947902,0.5242222490258689,0.6470777044787205,0.5181993657825741,0.3138778232215851,0.4551409923462676,0.4582582759742214,0.3678594260843226,0.585506252838998,0.4018878026007464,0.571408883022224,0.340849538383379,0.5906300679024299,0.6384338885522753,0.4200091129899937,0.4683798083961449,0.596945942771198,0.42960808728558,0.5874352195937484,0.4292724953350877,0.3096036003120958,0.5330408714737738,0.4348662123177763,0.626372584618669,0.3305200348308014,0.5504791415353406,0.488065414807614,0.2995344427672564,0.5446825893430777,0.6023661066620986,0.5218248001419561,0.5096399715879127,0.6295993952598098,0.3985559150552853,0.4980739139929734,0.4664683090761336,0.5312296422434322,0.5099713496216459,0.548131724509911,0.5101078040921699,0.4015779293990852,0.6066453429140677,0.4422455675699364,0.6039519181942798,0.5756678210539297,0.5961016236251045,0.4165097191714025,0
